Symbol,Company Name,Price,Market Cap (in M),P/E Ratio,Beta,Volume 52 weeks,Volume 1 month,52 Weeks High,52 Weeks Low,Exchange,Performance (52 weeks),Country,Chiffre d'affaires,Résultat net,Sector,Industry,Price 52 Weeks Ago,Currency,Total assets,EPS Annual,Dividend Per Share Annual,EBITDA CAGR (5y),EBITDA,ROI Annual,Ratio Debt/Equity (Annual),Dividend Yield Indicated Annual
ZAPP,Zapp Electric Vehicles Group Ltd,7.97,33.58587549590643,,6.7305875,2004422.5793650795,2938569.565217391,39.8,0.7,NASDAQ,-0.7317120738712175,GB,,-218500400.0,Consumer Cyclical,Auto Manufacturers,29.600000381469727,USD,4214040.0,-1.29,,,-6943431.0,-123.68,0.1513,
MCBS,Metrocity Bankshares Inc,27.08,685.9883129361701,13.291,0.9579775,29803.571428571428,77152.17391304347,32.5,18.8101,NASDAQ,0.26219452099334,US,126436000.0,54342000.0,Financial Services,Banks - Regional,21.46838760375977,USD,25331900.0,2.0226,0.7221,5.58,,13.53,0.0,2.9347029
LRMR,Larimar Therapeutics Inc,7.68,489.9994962580644,,2.41989,379987.3015873016,451004.347826087,13.68,2.18,NASDAQ,0.9729001668320136,US,,-58338000.0,Healthcare,Biotechnology,3.900000095367432,USD,63802000.0,-0.8416,,,-65517000.0,-45.21,0.0,
TRIP,Tripadvisor Inc,13.56,1879.9285061439773,187.9929,1.1320882,2533388.095238095,2003008.6956521736,28.76,13.41,NASDAQ,-0.1730969375430989,US,1815000064.0,24000000.0,Consumer Cyclical,Travel Services,16.389999389648438,USD,125838000.0,0.0691,0.0,-6.36,172000000.0,0.5700000000000001,1.0287,
PRTA,Prothena Corporation PLC,20.55,1105.0113901067075,,0.936523,642763.0952380953,437678.2608695653,63.6438,18.69,NASDAQ,-0.6701392435025517,IE,217246000.0,-50922000.0,Healthcare,Biotechnology,62.11000061035156,USD,53780300.0,-2.7629,,,-90407000.0,-26.19,0.0,
KTCC,Key Tronic Corp,3.87,41.6484435655527,8.0093,0.47589007,19080.555555555555,18939.130434782608,5.988,3.595,NASDAQ,-0.3392120334709724,US,596318016.0,261000.0,Technology,Computer Hardware,5.849999904632568,USD,10761900.0,0.4771,,23.57,21105000.0,2.0,0.9908,
CHRW,CH Robinson Worldwide Inc,98.505,11552.984893837069,35.5335,-0.11525746,1435971.4285714286,1709382.608695652,105.41,65.0,NASDAQ,0.0651994195798062,US,17458575360.0,332076992.0,Industrials,Integrated Freight & Logistics,92.49164581298828,USD,117283000.0,2.7167,2.502,-9.46,607635968.0,10.61,1.1608,2.4753983
TMCI,Treace Medical Concepts Inc,5.79,360.08217780379744,,1.7519041,904465.4761904762,1101165.2173913044,17.63,3.92,NASDAQ,-0.6509475584361486,US,198532992.0,-63684000.0,Healthcare,Medical Devices,16.540000915527344,USD,62190400.0,-0.8139,,,-57904000.0,-25.94,0.3843,
REAX,Real Brokerage Inc,5.92,1120.6559820907564,,1.6822013,519766.2698412698,1200700.0,6.2,1.28,NASDAQ,2.336840955648116,US,937502016.0,-33300000.0,Real Estate,Real Estate Services,1.7799999713897705,USD,195400000.0,-0.1544,,,-21465000.0,-74.58,0.0,
VRNA,Verona Pharma PLC,22.62,1751.366301,,1.4309064,684914.2857142857,1333108.6956521738,23.72,11.39,NASDAQ,0.2227155184152291,GB,,-63420000.0,Healthcare,Biotechnology,18.51000022888184,USD,81235200.0,-0.0857,,,-72409000.0,-18.27,0.1941,
NRXP,NRX Pharmaceuticals Inc,2.02,21.6152295652174,,2.8850012,194974.92063492065,58617.391304347824,7.33,1.9,NASDAQ,-0.3887036193952667,US,,-25648000.0,Healthcare,Biotechnology,3.299999952316284,USD,10700600.0,-0.398,,,-24145000.0,-221.67,1.4206,
PHIO,Phio Pharmaceuticals Corp,2.44,1.244861095057034,,0.59164,64616.92857142857,71808.69565217392,29.07,2.4,NASDAQ,-0.879668371443583,US,,-9378000.0,Healthcare,Biotechnology,20.15999984741211,USD,510188.0,-5.1959,,,-9186000.0,-140.05,0.0,
LXEO,Lexeo Therapeutics Inc,11.5,378.87138678357576,,1.8980312,182938.54166666663,492339.1304347826,21.99,9.0,NASDAQ,,US,,-69419000.0,Healthcare,Biotechnology,,USD,32945300.0,-2.6915,,,-71909000.0,-57.58,0.0155,
IDAI,T Stamp Inc,0.4678,5.325500158756477,,-0.57355183,706450.3968253968,3911913.0434782607,3.49,0.3,NASDAQ,-0.8294731026411691,US,4675318.0,-7768761.0,Technology,Software - Application,2.7300000190734863,USD,11384100.0,-1.0716,,,-7927104.0,-156.85,0.2973,
NNE,Nano Nuclear Energy Inc,8.84,264.3508803945746,,8.625989,2111927.6923076925,1420747.8260869563,37.51,3.25,NASDAQ,,US,,-7037395.0,Industrials,Specialty Industrial Machinery,,USD,30038900.0,-0.2188,,,,-89.18,0.0,
SLAB,Silicon Laboratories Inc,99.45,3211.1544150447007,,1.7826825,363251.98412698414,362760.8695652174,154.91,74.56,NASDAQ,-0.2730767614300969,US,542347008.0,-198122000.0,Technology,Semiconductors,136.69000244140625,USD,32289100.0,-1.0853,,-58.66,-106201000.0,-2.75,0.0372,
NVTS,Navitas Semiconductor Corp,3.02,554.0422356677317,,3.2733161,2468109.9206349207,2756186.95652174,10.1,2.94,NASDAQ,-0.637153781643452,US,91679000.0,-51067000.0,Technology,Semiconductors,8.300000190734863,USD,183458000.0,-0.8609,,,-96428000.0,-38.21,0.0,
BYND,Beyond Meat Inc,6.39,414.6133240061256,,2.5044677,2926569.8412698414,4342360.869565218,13.4,5.13,NASDAQ,-0.5090409573678999,US,317779008.0,-314441984.0,Consumer Defensive,Packaged Foods,12.989999771118164,USD,65038400.0,-5.2588,,,-180578000.0,-14.42,8.5306,
IBOC,International Bancshares Corp,58.05,3610.251733039333,8.7677,0.8907606,225229.7619047619,257982.60869565216,69.87,41.96,NASDAQ,0.2617326613095949,US,798417024.0,403951008.0,Financial Services,Banks - Regional,46.0374755859375,USD,62192100.0,6.6178,1.2613,12.81,,13.34,0.2612,2.2672622
WINT,Windtree Therapeutics Inc,12.36,7.315994789915966,,0.090583324,242658.72619047613,2504943.4782608696,29.88,2.81,NASDAQ,-0.5241173072060407,US,,-5961000.0,Healthcare,Biotechnology,25.920000076293945,USD,591697.0,-5.235,,,-17457000.0,-108.95,4.4922,
IROH,Iron Horse Acquisitions Corp,10.12,89.73405996055226,,-0.03760136,37901.65289256199,46895.65217391304,10.57,9.97,NASDAQ,,US,,269155.0,Financial Services,Shell Companies,,USD,8867000.0,-0.0347,,,,-0.4599999999999999,0.0084,
AVDX,Avidxchange Holdings Inc,7.81,1623.2743734796436,,1.3376795,2021879.365079365,3653469.565217391,13.56,6.88,NASDAQ,-0.2415854821844141,US,413473984.0,-13137000.0,Technology,Software - Infrastructure,10.289999961853027,USD,207846000.0,-0.2344,,,18049000.0,-5.949999999999999,0.2116,
AERT,Aeries Technology Inc,2.3,89.4630101716738,61.8693,-0.7431698,130537.30158730158,71278.26086956522,11.4,1.29,NASDAQ,-0.7812375141610114,US,67877000.0,-16067000.0,Industrials,Consulting Services,10.470000267028809,USD,44102000.0,0.0948,,,7140000.0,9.59,0.2369,
CGEN,Compugen Ltd,1.75,156.68875299999996,,1.9854676,933519.0476190476,266691.3043478261,3.03,0.53,NASDAQ,0.57854961831394,IL,42720000.0,-9529000.0,Healthcare,Biotechnology,1.1100000143051147,USD,89536400.0,-0.214,,,-4071000.0,-28.610000000000003,0.0,
UPWK,Upwork Inc,9.33,1231.6221983404484,26.2679,1.7902632,2085098.4126984128,2606678.2608695654,16.36,8.425,NASDAQ,-0.3496854586466231,US,743732992.0,74373000.0,Communication Services,Internet Content & Information,14.329999923706056,USD,132007000.0,0.3416,,,54170000.0,6.36,0.9344,
WDFC,WD-40 Co,250.74,3397.138421854677,51.4718,0.63690984,110494.44444444444,137078.26086956522,278.78,194.09,NASDAQ,0.14710226767078,US,575017984.0,69181000.0,Basic Materials,Specialty Chemicals,218.6677703857422,USD,13548400.0,4.8529,3.2779,2.16,104934000.0,19.96,0.5733,1.3908095
PTC,PTC Inc,173.15,20801.415027153507,84.7308,1.1754359,801571.8253968254,971656.5217391304,194.15,134.66,NASDAQ,0.2092710554576538,US,2218544896.0,295412992.0,Technology,Software - Application,143.25999450683594,USD,120135000.0,2.0578,,36.09,592105984.0,5.609999999999999,0.6334,
RLYB,Rallybio Corp,1.14,47.25219816806723,,0.18858108,514252.77777777775,90939.1304347826,6.28,1.0901,NASDAQ,-0.804324773226204,US,,-76275000.0,Healthcare,Biotechnology,5.800000190734863,USD,41449300.0,-1.8435,,,-76899000.0,-70.22,0.0,
EDBL,Edible Garden AG Inc,1.16,3.6660547610619454,,4.6680593,357933.1746031746,106778.26086956522,89.6,1.0,NASDAQ,-0.9595122069342554,US,14726000.0,-11286000.0,Consumer Defensive,Farm Products,28.39999961853028,USD,3160390.0,-61.7455,0.0264,,-8876000.0,,,
GHSI,Guardion Health Sciences Inc,9.3,11.942649647435898,75.572,0.60556924,57569.04761904762,2673.913043478261,10.74,5.04,NASDAQ,0.2139519037284838,US,12062506.0,-5121802.0,Healthcare,Drug Manufacturers - Specialty & Generic,7.664999961853027,USD,1284160.0,0.1243,,,-3566763.0,1.94,0.0,
ATMV,AlphaVest Acquisition Corp,11.135,78.0154264957265,26.8632,-0.008567197,26876.984126984127,36452.17391304348,11.35,10.46,NASDAQ,0.0626770218885548,US,,2608517.0,Financial Services,Shell Companies,10.479999542236328,USD,7006330.0,0.4145,,,,5.73,0.0033,
VIRT,Virtu Financial Inc,29.19,4549.626092784873,32.0315,-0.28024048,1121839.2857142857,1507234.7826086956,29.69,16.02,NASDAQ,0.6360370010734777,US,1832109952.0,178726000.0,Financial Services,Capital Markets,17.86597442626953,USD,87194704.0,1.5098,0.5822,-10.41,,1.17,9.1073,3.424902
IGTA,Inception Growth Acquisition Ltd,11.32,63.26059125638768,98.8308,-0.0065202783,21293.650793650795,3491.304347826087,11.7299,10.41,NASDAQ,0.0825567304359269,US,,733127.0,Financial Services,Shell Companies,10.458999633789062,USD,5588390.0,0.0821,,,,2.29,0.0032,
FCNCA,First Citizens BancShares Inc (Delaware),1974.15,28444.6247265784,2.4808,0.63941354,77865.87301587302,104200.0,2173.01,1274.91,NASDAQ,0.3493487405293907,US,9436000256.0,2643000064.0,Financial Services,Banks - Regional,1464.2406005859375,USD,13460800.0,788.6044,7.9268,82.27,,19.11,1.8228,0.33443964
ZCAR,Zoomcar Holdings Inc,0.115,8.656065999999997,,1.4891921,2540765.873015873,938082.6086956522,14.75,0.102,NASDAQ,-0.9898240502683467,US,9897233.0,-34277252.0,Industrials,Rental & Leasing Services,11.15999984741211,USD,75270096.0,-0.0143,,,-26797602.0,-0.42,0.1183,
PPC,Pilgrims Pride Corp,44.67,10592.2874309068,32.9389,0.24049442,710563.0952380953,812556.5217391305,45.48,22.355,NASDAQ,0.7212971799088801,US,17809745920.0,756654976.0,Consumer Defensive,Packaged Foods,25.989999771118164,USD,237123008.0,1.3552,0.002,4.57,1606646016.0,4.82,1.003,
VERA,Vera Therapeutics Inc,35.98,1968.149726990795,,2.5304246,811715.0793650794,545973.9130434783,50.78,9.24,NASDAQ,0.9515957712072642,US,,-94304000.0,Healthcare,Biotechnology,18.46999931335449,USD,54827700.0,-2.2476,,,,-63.33,0.4905,
CREV,Carbon Revolution PLC,6.15,11.59388127090301,,10.333447,60666.145833333336,422843.4782608696,197.99,5.36,NASDAQ,,IE,57596000.0,-106259000.0,Consumer Cyclical,Auto Parts,,AUD,1885180.0,-42.2482,,,-48238500.0,-73.08,5.8912,
BSRR,Sierra Bancorp,27.03,390.764491,11.2147,0.48874748,28854.761904761905,53860.86956521739,31.85,16.75,NASDAQ,0.3111271726527922,US,142350000.0,35767000.0,Financial Services,Banks - Regional,20.63115501403809,USD,14456700.0,2.3642,0.9145,2.68,,6.569999999999999,0.5681,3.551609
CPBI,Central Plains Bancshares Inc,11.56,47.75220000000001,12.7034,0.057658277,16196.039603960397,6856.521739130435,12.2,8.2006,NASDAQ,,US,17238000.0,3759000.0,Financial Services,Banks - Regional,,USD,3816870.0,0.91,,,,0.83,4.7925,
EGAN,eGain Corp,6.91,206.10252212727275,97.6789,0.8056403,85287.30158730158,81404.34782608696,8.52,5.5,NASDAQ,-0.0457023943440969,US,94976000.0,8875000.0,Technology,Software - Application,7.239999771118164,USD,29826700.0,0.0643,,,7548000.0,3.42,0.0,
OFIX,Orthofix Medical Inc,16.17,617.2862866382978,,1.9848807,534013.4920634921,366456.5217391304,21.6,9.575,NASDAQ,-0.1887180008701892,US,771649024.0,-120494000.0,Healthcare,Medical Devices,19.920000076293945,USD,38174800.0,-4.1219,,,26011000.0,-21.25,0.1897,
KLAC,KLA Corp,746.78,100385.91224174372,36.3467,2.0984447,930683.7301587302,1203391.3043478262,896.32,440.15,NASDAQ,0.5762956305930709,US,9812246528.0,2761895936.0,Technology,Semiconductor Equipment & Materials,474.3473510742188,USD,134424992.0,20.2802,5.6962,19.09,4035056128.0,27.62,1.9684,0.77097934
NXGL,Nexgel Inc,2.86,25.20410459778597,,1.7989948,27094.84126984127,88869.56521739131,3.22,1.5,NASDAQ,0.5230310483356797,US,4735000.0,-3196000.0,Healthcare,Medical Instruments & Supplies,1.8799999952316284,USD,6227620.0,-0.5566,,,-3208000.0,-57.04,0.1784,
BPTH,Bio Path Holdings Inc,1.42,2.9539342916666667,,-1.2150006,674717.4801587302,57491.30434782609,21.6,1.37,NASDAQ,-0.8233410212394944,US,,-13962000.0,Healthcare,Biotechnology,8.0,USD,2080240.0,-33.636,,,-14164000.0,-3645.8,0.0,
UPLD,Upland Software Inc,1.89,51.532258567164185,,3.1215425,337272.22222222225,182943.4782608696,5.2778,1.86,NASDAQ,-0.357922713150978,US,286374016.0,-137719008.0,Technology,Software - Application,2.940000057220459,USD,27265700.0,-5.6079,,,36808000.0,-24.96,1.9541,
XOS,Xos Inc,5.19,40.86275899999999,,2.9557314,17938.36111111111,14565.217391304348,15.0,4.8,NASDAQ,-0.533407941041913,US,52988000.0,-62515000.0,Industrials,Farm & Heavy Construction Machinery,11.100000381469728,USD,7873360.0,-13.11,,,-51952000.0,-110.57,0.5177,
VGAS,Verde Clean Fuels Inc,4.13,132.36493391962173,,-0.51108754,21753.571428571428,28521.739130434784,5.61,1.95,NASDAQ,-0.2399822670946615,US,,-2941498.0,Utilities,Utilities - Renewable,5.429999828338623,USD,9549620.0,-0.4468,,,-10274187.0,-23.85,0.0369,
COEP,Coeptis Therapeutics Holdings Inc,0.202,7.497956542145593,,-0.24456114,243946.0317460317,248008.69565217392,1.38,0.174,NASDAQ,-0.8188678692361402,US,,-16310092.0,Healthcare,Biotechnology,1.1100000143051147,USD,37118600.0,-0.8278,,,-16873418.0,-391.0,0.2608,
PHUN,Phunware Inc,3.8,31.431764425287355,,2.387249,1307303.3095238097,1048491.304347826,24.5,3.1,NASDAQ,-0.7856089824446819,US,4409000.0,-40524000.0,Technology,Software - Application,17.649999618530273,USD,8272090.0,-22.1786,,,-15976000.0,-147.31,0.3885,
DXLG,Destination XL Group Inc,2.98,173.54126532459017,6.2304,1.1925274,361835.3174603175,277434.7826086957,5.09,2.93,NASDAQ,-0.4024500060245453,US,511862016.0,24680000.0,Consumer Cyclical,Apparel Retail,4.980000019073486,USD,58235300.0,0.4332,,21.91,51417000.0,18.7,0.0,
VERI,Veritone Inc,2.36,89.16515591078067,,2.0317142,1028709.9206349206,508369.5652173913,7.75,1.48,NASDAQ,-0.1605449119167367,US,131958000.0,-59795000.0,Technology,Software - Infrastructure,2.809999942779541,USD,37781800.0,-1.5883,,,-38628000.0,-32.84,3.6804,
PAYO,Payoneer Global Inc,6.73,2569.633054803279,27.5319,0.20968167,2627196.4285714286,3424121.7391304346,6.84,4.22,NASDAQ,0.1568189563283486,US,900057984.0,101245000.0,Technology,Software - Infrastructure,5.820000171661377,USD,381817984.0,0.2377,,,152663008.0,13.669999999999998,0.0277,
RXT,Rackspace Technology Inc,2.25,503.6637174107142,,1.6145838,1392376.984126984,1667404.347826087,3.17,1.155,NASDAQ,-0.0088346619693214,US,2827800064.0,-814200000.0,Technology,Software - Infrastructure,2.2699999809265137,USD,223851008.0,-3.8913,,,259500000.0,-18.360000000000003,5.9649,
CGO,Calamos Global Total Return Fund,10.92,114.86,,,28368.650793650795,30465.217391304348,11.93,7.9,NASDAQ,0.2695461195392183,US,2564034.0,18130948.0,Financial Services,Asset Management,8.607125282287598,USD,9825840.0,,,,,,,
VIGL,Vigil Neuroscience Inc,2.98,112.00125067692306,,-0.059270363,211842.8571428572,266086.95652173914,9.24,2.47,NASDAQ,-0.55753715850805,US,,-82783000.0,Healthcare,Biotechnology,6.71999979019165,USD,37584300.0,-2.1347,,,-89059000.0,-71.09,0.0,
ATCOL,Atlas Corp,25.0533,354.41,0.8561,0.0923115,2100.7936507936506,2417.391304347826,25.9,23.1501,NASDAQ,0.1068320172588468,GB,1944600064.0,450300000.0,,,22.64143753051757,USD,,1.9723,0.8591,10.4,1332099968.0,3.18,1.6893,
EVOK,Evoke Pharma Inc,5.5,3.940475486725664,,1.0892428,2846.3293650793653,5037.652173913043,18.6,4.32,NASDAQ,-0.6639956825249315,US,6105712.0,-7129045.0,Healthcare,Drug Manufacturers - Specialty & Generic,16.31999969482422,USD,716450.0,-27.9715,,,,-90.53,1.2255,
OMIC,Singular Genomics Systems Inc,7.51,18.775,,2.4041228,9262.325396825398,4752.173913043478,21.9,6.89,NASDAQ,-0.5693859456789696,US,2490000.0,-96211000.0,Healthcare,Medical Instruments & Supplies,17.399999618530273,USD,2469760.0,-39.0801,,,-98635000.0,-50.46000000000001,0.0497,
HOTH,Hoth Therapeutics Inc,0.61,3.269143442749201,,1.7061589,408917.8571428572,1808413.043478261,3.36,0.585,NASDAQ,-0.7635818688967462,US,,-7702666.0,Healthcare,Biotechnology,2.569999933242798,USD,5358800.0,-2.3012,,,,-89.0,0.0,
BIOX,Bioceres Crop Solutions Corp,10.0,628.2802106299212,33.455,0.6520119,63541.66666666666,49700.0,14.05,9.71,NASDAQ,-0.1614785210435307,AR,445585376.0,3066488.0,Basic Materials,Agricultural Inputs,11.920000076293944,USD,60587300.0,0.2972,0.0083,,51790112.0,3.38,0.8621,
AVNW,Aviat Networks Inc,27.47,345.1683494315863,30.0146,1.7769142,90683.73015873016,59669.5652173913,38.65,25.155,NASDAQ,-0.0854719979730719,US,385393984.0,13652000.0,Technology,Communication Equipment,30.030000686645508,USD,12565300.0,0.9664,,35.31,37317000.0,5.220000000000001,0.0,
DXPE,DXP Enterprises Inc,47.75,760.5765579268293,11.053,0.542995,93467.06349206348,109360.8695652174,57.25,28.84,NASDAQ,0.4379524186602865,US,1684483968.0,60113000.0,Industrials,Industrial Distribution,33.2400016784668,USD,15788700.0,3.8855,0.0053,12.39,164622000.0,7.489999999999999,1.4128,
SNTG,Sentage Holdings Inc,2.19,6.143661218446601,,1.5984718,453335.7142857143,981834.7826086956,8.45,1.47,NASDAQ,0.0282474289532963,CN,146554.0,-1903277.0,Financial Services,Credit Services,2.130000114440918,USD,2805320.0,-0.8008,,,-1751571.0,-15.14,0.0281,
CCAP,Crescent Capital BDC Inc,17.81,660.0661483395269,7.8732,0.6107616,128652.77777777778,126686.95652173914,19.63,15.0268,NASDAQ,0.1725458502988781,US,195214000.0,104065000.0,Financial Services,Asset Management,15.195796966552734,USD,37061500.0,2.3335,1.8996,36.34,,5.28,1.1376,9.290541
QMCO,Quantum Corp,0.3201,30.681565506730767,,2.4946449,391107.1428571429,286186.95652173914,0.8999,0.24,NASDAQ,-0.5302380984162065,US,311600000.0,-41286000.0,Technology,Computer Hardware,0.6800000071525574,USD,95849904.0,-0.4342,,,-16384000.0,-8.27,2.193,
FELE,Franklin Electric Co Inc,98.65,4505.5607825086445,23.312,0.7380813,169549.60317460317,202660.8695652173,108.39,82.61,NASDAQ,0.0407790115271167,US,2015559040.0,187704992.0,Industrials,Specialty Industrial Machinery,94.79515075683594,USD,45672200.0,4.1209,0.9044,13.44,314625984.0,14.79,0.0832,1.0168803
SRRK,Scholar Rock Holding Corp,8.45,673.9218036903305,,1.0634683,823282.1428571428,692743.4782608695,21.17,5.93,NASDAQ,0.1991781312801319,US,,-183263008.0,Healthcare,Biotechnology,7.050000190734863,USD,80032600.0,-1.9891,,,-186496000.0,-60.24,0.2221,
CPHC,Canterbury Park Holding Corp,21.1,105.13644694967805,9.953,0.39724636,3981.746031746032,2600.0,30.25,14.27,NASDAQ,-0.0341157867308727,US,62235288.0,8790895.0,Consumer Cyclical,Gambling,21.843191146850582,USD,4982770.0,2.1343,0.2811,7.48,8637194.0,12.91,0.0001,1.3355592
AMSC,American Superconductor Corp,19.98,765.1492954192913,,2.5196276,892112.6984126985,1224878.2608695652,32.7,5.775,NASDAQ,1.2833804275120642,US,155675008.0,-8237000.0,Industrials,Specialty Industrial Machinery,8.770000457763672,USD,38295800.0,-0.3725,,,2529000.0,-7.68,0.0002,
TNYA,Tenaya Therapeutics Inc,2.65,208.0714659701492,,3.260306,414789.68253968254,287126.0869565217,7.01,1.66,NASDAQ,-0.4012945350795813,US,,-120737000.0,Healthcare,Biotechnology,4.420000076293945,USD,78517504.0,-1.6817,,,-118311000.0,-89.0,0.0,
JMSB,John Marshall Bancorp Inc,18.83,267.78342664620186,51.9161,0.2844232,18659.126984126982,30152.17391304348,24.5,14.38,NASDAQ,-0.0204681495810025,US,35691000.0,2456000.0,Financial Services,Banks - Regional,19.22237968444824,USD,14229900.0,0.3646,0.22,,,2.03,0.1075,1.3007284
ALLO,Allogene Therapeutics Inc,2.32,485.1386849152543,,3.0238392,2449465.07936508,2525300.0,5.77,2.01,NASDAQ,-0.4485189690272277,US,65000.0,-279423008.0,Healthcare,Biotechnology,4.199999809265137,USD,209112000.0,-2.0854,,,-256558000.0,-63.89,0.0,
SMID,Smith-Midland Corp,28.52,151.0607114786762,190.0135,1.2705748,23247.61904761905,23604.34782608696,48.52,16.83,NASDAQ,0.1805117723849734,US,63494000.0,1862000.0,Basic Materials,Building Materials,24.170000076293945,USD,5296660.0,0.1502,0.0,1.66,5019000.0,1.99,0.1677,
INGN,Inogen Inc,12.32,292.21822146358187,,2.0749128,354496.8253968254,254704.3478260869,12.39,4.14,NASDAQ,1.000555520166551,US,326652992.0,-92442000.0,Healthcare,Medical Devices,6.170000076293945,USD,23719000.0,-4.4205,,,-34312000.0,-50.02,0.0,
CDNA,CareDx Inc,27.03,1425.562420069003,,2.9710457,942198.8095238096,1047582.6086956522,28.05,4.8,NASDAQ,2.046361838693956,US,297084000.0,-159635008.0,Healthcare,Diagnostics & Research,8.899999618530273,USD,52740000.0,-3.5392,,,-62353000.0,-72.81,0.0,
OSW,Onespaworld Holdings Ltd,15.36,1608.401097,,0.8051176,580040.873015873,655226.0869565217,17.3,9.82,NASDAQ,0.290574187945217,BS,847193984.0,53032000.0,Consumer Cyclical,Leisure,11.90999984741211,USD,104714000.0,-0.0304,0.0,,91363000.0,-0.5,0.3645,0.0
PRDO,Perdoceo Education Corp,22.55,1480.9359223266022,10.0299,0.007677825,487849.20634920633,421417.39130434784,26.0,15.8,NASDAQ,0.3862229628115603,US,662846016.0,136366000.0,Consumer Defensive,Education & Training Services,16.28178596496582,USD,65673400.0,2.1769,0.2172,18.55,180144000.0,17.549999999999997,0.0,2.282704
CMTL,Comtech Telecommunications Corp,3.17,90.3255331809524,,1.170169,869770.6349206349,437247.8260869565,13.04,1.5301,NASDAQ,-0.6619685524871584,US,563025984.0,-40166000.0,Technology,Communication Equipment,9.350000381469728,USD,28493900.0,-0.9607,0.3124,-36.88,50697000.0,-3.76,0.2986,3.23363
OCSL,Oaktree Specialty Lending Corp,16.1,1324.1497466707842,11.2886,0.45256573,648092.0634920635,1060073.9130434785,21.64,15.555,NASDAQ,-0.094727118783418,US,388873984.0,66944000.0,Financial Services,Credit Services,17.779844284057617,USD,82245296.0,1.6269,2.603,25.05,,3.76,1.056,13.5886345
PTMN,Portman Ridge Finance Corp,18.65,173.55923051805334,15.2499,0.070670076,40605.55555555556,35621.739130434784,20.84,16.27,NASDAQ,0.044914647655232,US,72514000.0,15812000.0,Financial Services,Asset Management,17.850496292114258,USD,9306120.0,1.1968,2.7004,28.53,,2.12,1.51,14.4427
NVFY,Nova LifeStyle Inc,1.47,3.56643545038168,,1.1985823,640055.9523809524,23478.260869565216,6.38,1.25,NASDAQ,-0.4759285300342211,US,11589287.0,-7963698.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2.799999952316284,USD,2426150.0,-4.9617,,,-6678149.0,-1199.67,0.297,
ACIC,American Coastal Insurance Corp,11.48,549.0711015652174,1.7717,0.35655323,376607.9365079365,201139.13043478265,14.38,6.61,NASDAQ,0.4676978872139823,US,261180000.0,72171000.0,Financial Services,Insurance - Property & Casualty,7.829999923706055,USD,48145600.0,6.9817,0.0,36.21,107243000.0,97.62,0.881,
KALA,KALA BIO Inc,5.85,26.954276869565216,,1.0853529,90070.63492063493,35908.69565217391,14.5,4.21,NASDAQ,-0.5663727124976683,US,,-38717000.0,Healthcare,Biotechnology,13.460000038146973,USD,4598420.0,-17.3515,,,-40973000.0,-101.21,4.5562,
IONS,Ionis Pharmaceuticals Inc,46.55,6806.126003467692,,0.7799537,1148763.888888889,1318269.5652173914,54.4446,35.95,NASDAQ,0.1578491866342088,US,813459968.0,-365740992.0,Healthcare,Biotechnology,40.220001220703125,USD,146211008.0,-2.558,,,-330675008.0,-22.06,3.2946,
TCBP,TC BioPharm Ltd,4.015,1.246102,,2.5096204,143492.9365079365,17428.260869565216,138.0,3.2833,NASDAQ,-0.9964575222760615,GB,,-8593896.0,Healthcare,Biotechnology,1116.0,GBP,494513.0,-9.5606,,,-12923699.0,-219.98,0.0,
PAGP,Plains GP Holdings LP,18.42,3633.3866132169255,18.3504,0.24540102,2032720.238095238,1497143.4782608696,20.095,14.72,NASDAQ,0.2435613919160981,US,48365998080.0,171000000.0,Energy,Oil & Gas Midstream,14.821145057678224,USD,197252000.0,1.0154,0.2712,-2.77,2448999936.0,2.13,5.0071,6.8023562
INBK,First Internet Bancorp,32.41,280.9264318535168,33.3761,1.4083552,48393.65079365079,48647.82608695652,39.46,14.185,NASDAQ,0.443336620236028,US,101415000.0,18508000.0,Financial Services,Banks - Regional,22.477500915527344,USD,8667890.0,0.9501,0.243,-18.47,,1.7999999999999998,0.289,0.7339449
APXI,APx Acquisition Corp I,11.665,115.60159085278968,9.0032,0.012751251,13467.857142857143,2513.043478260869,11.97,9.86,NASDAQ,0.0773204547627175,MX,,6059831.0,Financial Services,Shell Companies,10.829999923706056,USD,9910120.0,0.5955,,,,7.24,0.0,
LFCR,Lifecore Biomedical Inc,5.01,154.6329983007968,,-0.74575585,196692.0634920635,156991.30434782608,10.615,4.47,NASDAQ,-0.5083318956235345,US,103269000.0,-64236000.0,Healthcare,Drug Manufacturers - Specialty & Generic,10.170000076293944,USD,33212900.0,-3.3234,,,-9920000.0,-71.08,2.992,
MOBX,"MOBIX LABS, INC.",1.06,28.81897815238095,,0.74406916,82793.25396825396,49152.17391304348,12.5,0.96,NASDAQ,-0.9039912007428909,US,1943000.0,-18568000.0,Technology,Semiconductors,10.970000267028809,USD,28146900.0,-1.5357,,,-38800000.0,-9.4,0.0872,
NXTC,NextCure Inc,1.6,44.76134153846154,,1.7953563,127887.30158730158,44747.82608695652,2.57,0.98,NASDAQ,-0.080671652948866,US,,-61279000.0,Healthcare,Biotechnology,1.7400000095367432,USD,27975800.0,-2.2533,,,-60403000.0,-54.82,0.0,
